what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1379115188161
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1379115188161
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1379115188161
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1379115188161
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1379115188161
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1379115188161
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1379115188161
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1379115188161
os,sysinfo,,,"win32",1379115188161
arch,sysinfo,,,"x86_64",1379115188161
ws,sysinfo,,,"win32",1379115188161
locale,sysinfo,,,"en_AU",1379115188161
processors,sysinfo,,,"8",1379115188161
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1379115188161
java.runtime.version,sysinfo,,,"1.7.0_40-b43",1379115188161
java.specification.name,sysinfo,,,"Java Platform API Specification",1379115188161
java.specification.vendor,sysinfo,,,"Oracle Corporation",1379115188161
java.specification.version,sysinfo,,,"1.7",1379115188161
java.vendor,sysinfo,,,"Oracle Corporation",1379115188161
java.version,sysinfo,,,"1.7.0_40",1379115188161
java.vm.info,sysinfo,,,"mixed mode",1379115188161
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1379115188161
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1379115188161
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1379115188161
java.vm.specification.version,sysinfo,,,"1.7",1379115188161
java.vm.vendor,sysinfo,,,"Oracle Corporation",1379115188161
java.vm.version,sysinfo,,,"24.0-b56",1379115188161
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1379115208222
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1379115208253
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379115213292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379115221716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379115222669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379115222778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379115344406
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379115346222
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1379115346441
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1379115346581
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1379115346581
