what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Oracle Corporation",1379360960671
java.vm.version,sysinfo,,,"24.0-b56",1379360960671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379360977882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379360981403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379360982383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379360984304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379360986434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379360990464
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1379360995516
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1379360995526
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1379360995586
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1379360995596
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1379360995666
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1379360995666
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1379360995686
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1379360995686
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1379360995686
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1379360995716
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1379360995716
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1379360995786
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1379360995786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379360997537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379360998667
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1379361001347
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379361001417
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1379361004027
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379361011648
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379361011718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361021359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361024880
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379361024940
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379361025010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361034031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361036962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361082917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361088618
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379361088718
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379361088788
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1379361088808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361100959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361102761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361107961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361109011
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1379361115592
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1379361115612
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1379361115632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361133155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361138349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361140690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361245132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361245142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361245142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361246583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379361268205
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1379361282487
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1379361282657
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1379361282677
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1379361282787
