what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1379101723248
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1379101723248
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1379101723288
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1379101723288
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1379101723288
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1379101723288
os,sysinfo,,,"win32",1379101723298
arch,sysinfo,,,"x86_64",1379101723298
ws,sysinfo,,,"win32",1379101723298
locale,sysinfo,,,"en_AU",1379101723298
processors,sysinfo,,,"8",1379101723298
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1379101723298
java.runtime.version,sysinfo,,,"1.7.0_40-b43",1379101723298
java.specification.name,sysinfo,,,"Java Platform API Specification",1379101723298
java.specification.vendor,sysinfo,,,"Oracle Corporation",1379101723298
java.specification.version,sysinfo,,,"1.7",1379101723298
java.vendor,sysinfo,,,"Oracle Corporation",1379101723298
java.version,sysinfo,,,"1.7.0_40",1379101723298
java.vm.info,sysinfo,,,"mixed mode",1379101723298
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1379101723298
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1379101723298
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1379101723298
java.vm.specification.version,sysinfo,,,"1.7",1379101723298
java.vm.vendor,sysinfo,,,"Oracle Corporation",1379101723298
java.vm.version,sysinfo,,,"24.0-b56",1379101723298
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1379101749701
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379101764813
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379101764893
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1379101791977
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1379101791987
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1379101792017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379101809109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379101810829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1379101849095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379101915923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379101916893
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1379102022847
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379102037819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1379102178275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379102208379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379102209579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379102227291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379102228952
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1379102267116
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1379102269196
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1379102269366
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1379102269396
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379102637641
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379102639751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379102642491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379102732303
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379102734004
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1379102750092
